n,Bothe_k1,Bothe_k2,Bothe_cpk,Bothe_Power,Pearn_k1,Pearn_k2,Pearn_cpk,Pearn_Power,Tai_k1,Tai_k2,Tai_cpk,Tai_Power
2,2.1213203435596424,1.0,0.47076637093553136,0.501238764005473,0.0,4.749574601873456,0.24799550504111895,0.7638125369878919,2.1213203435596424,4.749574601873456,0.09911758639391388,0.8016229484162372
3,1.7320508075688774,1.0,0.6005228829324534,0.501350229227378,0.0,3.1169183375018905,0.37789669942591647,0.6679019819461127,1.7320508075688774,3.1169183375018905,0.19266558116301277,0.7635580198995775
4,1.5,1.0,0.6778731521220792,0.5013534715319621,0.0,2.6282672269215035,0.4481557811386345,0.6268441728446571,1.5,2.6282672269215035,0.25791637363909675,0.7556094642032289
5,1.3416407864998738,1.0,0.730659556622121,0.5013539200443057,0.0,2.3823897397751734,0.4944082542234401,0.603971863398347,1.3416407864998738,2.3823897397751734,0.30669186675185794,0.7529465676269361
6,1.2247448713915892,1.0,0.7696248616582159,0.5013501503294051,0.0,2.231250930633817,0.5278981113018465,0.5893873589517855,1.2247448713915892,2.231250930633817,0.3449297661198481,0.7517912606161602
7,1.1338934190276817,1.0,0.7999086791128521,0.5013510629226118,0.0,2.127018673775936,0.553767189091523,0.579207135597563,1.1338934190276817,2.127018673775936,0.37607036034753494,0.7511974159234666
8,1.0606601717798212,1.0,0.8243197615288055,0.5013489370305977,0.0,2.0499034425814346,0.5745993336343631,0.5716675536266976,1.0606601717798212,2.0499034425814346,0.40212614136144054,0.7508557126300143
9,1.0,1.0,0.844539818788746,0.5013475662344891,0.0,1.9904283540770027,0.5917686761793945,0.5658780017796863,1.0,1.9904283540770027,0.42430053664522593,0.7506436639413621
10,0.9486832980505138,1.0,0.8616453861052414,0.5013486963874156,0.0,1.942324263372911,0.6064245678920074,0.561228629724534,0.9486832980505138,1.942324263372911,0.4436156219399563,0.750501939098598
11,0.9045340337332909,1.0,0.8763618075443157,0.5013507846928373,0.0,1.9028769281261388,0.6189959711593075,0.5574483801783241,0.9045340337332909,1.9028769281261388,0.46054571086071994,0.7504038379614388
12,0.8660254037844387,1.0,0.8891980175272662,0.501350423874628,0.0,1.8694308226158516,0.6300704673703348,0.5542725980097852,0.8660254037844387,1.8694308226158516,0.4756517367585883,0.7503323769090329
13,0.8320502943378437,1.0,0.9005230540094644,0.5013496027238107,0.0,1.8408119168024624,0.6398661054781062,0.55158080349061,0.8320502943378437,1.8408119168024624,0.48919883981069406,0.7502790895234301
14,0.8017837257372732,1.0,0.9106119102096548,0.5013479018343889,0.0,1.816036124424393,0.6485956618816795,0.5492724211809752,0.8017837257372732,1.816036124424393,0.5014283019828587,0.7502383754130303
15,0.7745966692414834,1.0,0.9196742623749182,0.5013473295014554,0.0,1.7941623409747114,0.6565031074513459,0.5472533380467853,0.7745966692414834,1.7941623409747114,0.5125925571903869,0.7502063161883405
16,0.75,1.0,0.9278731521220789,0.501350260964835,0.0,1.7744936478892712,0.6637798639195684,0.545454402358361,0.75,1.7744936478892712,0.5228946033285425,0.7501803946095765
17,0.7276068751089989,1.0,0.9353375270857462,0.5013505320576517,0.0,1.7570676401832428,0.6703630100428234,0.543874779006744,0.7276068751089989,1.7570676401832428,0.5323286967986052,0.7501595836794334
18,0.7071067811865476,1.0,0.9421708917265631,0.5013510620863478,0.0,1.7414523938934858,0.6763740176029885,0.5424713971945012,0.7071067811865476,1.7414523938934858,0.5410259246996044,0.7501425537500873
19,0.6882472016116852,1.0,0.9484574182515172,0.5013525102266028,0.0,1.7270334288121245,0.6820210497791206,0.5411862817136249,0.6882472016116852,1.7270334288121245,0.5491830108371893,0.7501281112013595
20,0.6708203932499369,1.0,0.9542663543721001,0.5013492980834302,0.0,1.7140925222168082,0.687170112963771,0.5400421425370578,0.6708203932499369,1.7140925222168082,0.5567181129394129,0.7501161425311164
21,0.6546536707079772,1.0,0.9596552618860866,0.5013471142701243,0.0,1.7021320054148654,0.6919987100736014,0.5389928080076984,0.6546536707079772,1.7021320054148654,0.5637960268846406,0.7501058742948286
22,0.6396021490668313,1.0,0.9646724357664684,0.5013496897166858,0.0,1.690972659110271,0.696565462354568,0.5380210850805873,0.6396021490668313,1.690972659110271,0.5704837571259398,0.7500969486234131
23,0.6255432421712244,1.0,0.9693587380650043,0.5013493007388199,0.0,1.6807289207406066,0.7008109026903958,0.5371355383070613,0.6255432421712244,1.6807289207406066,0.5767490081850083,0.7500892863120636
24,0.6123724356957946,1.0,0.9737490068901475,0.5013520783964421,0.0,1.6710097907867423,0.7048870441193015,0.5363012363948778,0.6123724356957946,1.6710097907867423,0.582730880608239,0.7500824657239274
25,0.6,1.0,0.9778731521220793,0.5013482125985484,0.0,1.6622271691918147,0.7086114184349234,0.5355524080865689,0.6,1.6622271691918147,0.5882909209079571,0.7500766629725847
26,0.5883484054145521,1.0,0.9817570169838948,0.5013510030771322,0.0,1.6537695116404745,0.7122353773191012,0.5348359721415671,0.5883484054145521,1.6537695116404745,0.5936480326149141,0.7500713855502008
27,0.5773502691896257,1.0,0.9854230623922037,0.5013507596536639,0.0,1.6460695705304955,0.7155670533065465,0.5341878175362214,0.5773502691896257,1.6460695705304955,0.5986521347786178,0.7500668358847045
28,0.5669467095138409,1.0,0.9888909156174653,0.5013513681068328,0.0,1.638549573744093,0.718851093061917,0.5335586651597876,0.5669467095138409,1.638549573744093,0.6035160189617244,0.7500626184298194
29,0.5570860145311556,1.0,0.9921778139450271,0.5013479656026976,0.0,1.631654412632728,0.7218888650701114,0.5329852075948315,0.5570860145311556,1.631654412632728,0.6080808572350291,0.7500589406563049
30,0.5477225575051661,1.0,0.9952989662870237,0.5013472019104346,0.0,1.6250789719834684,0.7248097922800895,0.5324414471194686,0.5477225575051661,1.6250789719834684,0.6124619070494923,0.7500555963138591
